,Algorithm,Run,Step,vehicle,x,y
717,DRL,1,28,1,30,15
718,DRL,1,28,2,29,12
719,DRL,1,28,3,26,17
720,DRL,1,29,0,26,11
721,DRL,1,29,1,31,14
722,DRL,1,29,2,30,11
723,DRL,1,29,3,27,16
724,DRL,1,30,0,27,10
725,DRL,1,30,1,32,13
726,DRL,1,30,2,30,10
727,DRL,1,30,3,28,15
728,DRL,1,31,0,28,10
729,DRL,1,31,1,33,12
730,DRL,1,31,2,31,9
731,DRL,1,31,3,29,15
732,DRL,1,32,0,29,10
733,DRL,1,32,1,34,11
734,DRL,1,32,2,32,9
735,DRL,1,32,3,30,16
736,DRL,1,33,0,30,11
737,DRL,1,33,1,35,12
738,DRL,1,33,2,33,10
739,DRL,1,33,3,31,17
740,DRL,1,34,0,31,12
741,DRL,1,34,1,36,13
742,DRL,1,34,2,34,11
743,DRL,1,34,3,32,17
744,DRL,1,35,0,32,13
745,DRL,1,35,1,36,14
746,DRL,1,35,2,35,12
747,DRL,1,35,3,33,18
748,DRL,1,36,0,33,14
749,DRL,1,36,1,37,15
750,DRL,1,36,2,36,13
751,DRL,1,36,3,34,19
752,DRL,1,37,0,34,15
753,DRL,1,37,1,38,16
754,DRL,1,37,2,37,14
755,DRL,1,37,3,35,20
756,DRL,1,38,0,35,16
757,DRL,1,38,1,39,17
758,DRL,1,38,2,38,15
759,DRL,1,38,3,36,21
760,DRL,1,39,0,36,17
761,DRL,1,39,1,40,18
762,DRL,1,39,2,38,16
763,DRL,1,39,3,37,22
764,DRL,1,40,0,36,18
765,DRL,1,40,1,40,19
766,DRL,1,40,2,37,17
767,DRL,1,40,3,37,23
768,DRL,1,41,0,35,19
769,DRL,1,41,1,39,20
770,DRL,1,41,2,36,18
771,DRL,1,41,3,36,24
772,DRL,1,42,0,34,20
773,DRL,1,42,1,38,21
774,DRL,1,42,2,35,19
775,DRL,1,42,3,35,25
776,DRL,1,43,0,33,21
777,DRL,1,43,1,37,22
778,DRL,1,43,2,34,20
779,DRL,1,43,3,34,26
780,DRL,1,44,0,32,22
781,DRL,1,44,1,36,23
782,DRL,1,44,2,33,21
783,DRL,1,44,3,33,27
784,DRL,1,45,0,31,23
785,DRL,1,45,1,35,24
786,DRL,1,45,2,32,21
787,DRL,1,45,3,32,26
788,DRL,1,46,0,30,23
789,DRL,1,46,1,34,23
790,DRL,1,46,2,31,21
791,DRL,1,46,3,31,26
792,DRL,1,47,0,29,23
793,DRL,1,47,1,33,22
794,DRL,1,47,2,30,21
795,DRL,1,47,3,30,25
796,DRL,1,48,0,28,23
797,DRL,1,48,1,32,21
798,DRL,1,48,2,29,21
799,DRL,1,48,3,29,24
800,DRL,1,49,0,27,22
801,DRL,1,49,1,31,20
802,DRL,1,49,2,28,20
803,DRL,1,49,3,28,23
804,DRL,1,50,0,26,21
805,DRL,1,50,1,30,19
806,DRL,1,50,2,27,19
807,DRL,1,50,3,27,22
808,DRL,1,51,0,25,20
809,DRL,1,51,1,29,18
810,DRL,1,51,2,26,18
811,DRL,1,51,3,26,21
812,DRL,1,52,0,24,19
813,DRL,1,52,1,28,17
814,DRL,1,52,2,25,17
815,DRL,1,52,3,25,20
816,DRL,1,53,0,23,18
817,DRL,1,53,1,27,16
818,DRL,1,53,2,24,16
819,DRL,1,53,3,24,19
820,DRL,1,54,0,22,17
821,DRL,1,54,1,26,15
822,DRL,1,54,2,23,15
823,DRL,1,54,3,23,18
824,DRL,1,55,0,21,16
825,DRL,1,55,1,25,14
826,DRL,1,55,2,22,14
827,DRL,1,55,3,23,17
828,DRL,1,56,0,22,15
829,DRL,1,56,1,24,13
830,DRL,1,56,2,22,13
831,DRL,1,56,3,24,16
832,DRL,1,57,0,23,14
833,DRL,1,57,1,24,12
834,DRL,1,57,2,22,12
835,DRL,1,57,3,24,15
836,DRL,1,58,0,24,13
837,DRL,1,58,1,25,11
838,DRL,1,58,2,23,11
839,DRL,1,58,3,25,14
840,DRL,1,59,0,25,12
841,DRL,1,59,1,26,10
842,DRL,1,59,2,24,10
843,DRL,1,59,3,26,13
844,DRL,1,60,0,26,11
845,DRL,1,60,1,27,9
846,DRL,1,60,2,25,9
847,DRL,1,60,3,27,12
848,DRL,1,61,0,27,11
849,DRL,1,61,1,28,8
850,DRL,1,61,2,26,8
851,DRL,1,61,3,28,11
852,DRL,1,62,0,28,11
853,DRL,1,62,1,29,7
854,DRL,1,62,2,27,8
855,DRL,1,62,3,29,10
856,DRL,1,63,0,29,12
857,DRL,1,63,1,30,8
858,DRL,1,63,2,28,9
859,DRL,1,63,3,30,10
860,DRL,1,64,0,30,13
861,DRL,1,64,1,31,9
862,DRL,1,64,2,29,10
863,DRL,1,64,3,31,11
864,DRL,1,65,0,31,14
865,DRL,1,65,1,32,10
866,DRL,1,65,2,30,11
867,DRL,1,65,3,32,12
868,DRL,1,66,0,32,15
