,Algorithm,Run,Step,vehicle,x,y
728,DRL,1,6,0,24,16
729,DRL,1,6,1,34,21
730,DRL,1,6,2,31,15
731,DRL,1,6,3,30,20
732,DRL,1,7,0,25,15
733,DRL,1,7,1,33,21
734,DRL,1,7,2,31,14
735,DRL,1,7,3,31,20
736,DRL,1,8,0,26,14
737,DRL,1,8,1,34,22
738,DRL,1,8,2,31,13
739,DRL,1,8,3,32,19
740,DRL,1,9,0,27,13
741,DRL,1,9,1,33,23
742,DRL,1,9,2,32,12
743,DRL,1,9,3,33,18
744,DRL,1,10,0,28,12
745,DRL,1,10,1,32,24
746,DRL,1,10,2,33,11
747,DRL,1,10,3,34,17
748,DRL,1,11,0,28,11
749,DRL,1,11,1,33,25
750,DRL,1,11,2,34,12
751,DRL,1,11,3,35,16
752,DRL,1,12,0,28,10
753,DRL,1,12,1,34,25
754,DRL,1,12,2,35,12
755,DRL,1,12,3,36,16
756,DRL,1,13,0,28,9
757,DRL,1,13,1,35,24
758,DRL,1,13,2,36,13
759,DRL,1,13,3,37,17
760,DRL,1,14,0,29,8
761,DRL,1,14,1,36,23
762,DRL,1,14,2,37,14
763,DRL,1,14,3,38,18
764,DRL,1,15,0,29,7
765,DRL,1,15,1,37,24
766,DRL,1,15,2,38,14
767,DRL,1,15,3,39,19
768,DRL,1,16,0,28,7
769,DRL,1,16,1,36,25
770,DRL,1,16,2,37,14
771,DRL,1,16,3,38,19
772,DRL,1,17,0,27,7
773,DRL,1,17,1,35,26
774,DRL,1,17,2,36,14
775,DRL,1,17,3,37,20
776,DRL,1,18,0,26,8
777,DRL,1,18,1,34,26
778,DRL,1,18,2,35,14
779,DRL,1,18,3,38,21
780,DRL,1,19,0,25,9
781,DRL,1,19,1,33,26
782,DRL,1,19,2,34,14
783,DRL,1,19,3,39,21
784,DRL,1,20,0,25,10
785,DRL,1,20,1,32,26
786,DRL,1,20,2,34,13
787,DRL,1,20,3,40,21
788,DRL,1,21,0,25,11
789,DRL,1,21,1,31,26
790,DRL,1,21,2,34,12
791,DRL,1,21,3,41,20
792,DRL,1,22,0,25,12
793,DRL,1,22,1,32,27
794,DRL,1,22,2,34,11
795,DRL,1,22,3,42,19
796,DRL,1,23,0,25,13
797,DRL,1,23,1,33,28
798,DRL,1,23,2,34,10
799,DRL,1,23,3,42,18
800,DRL,1,24,0,26,14
801,DRL,1,24,1,34,28
802,DRL,1,24,2,33,10
803,DRL,1,24,3,42,17
804,DRL,1,25,0,27,15
805,DRL,1,25,1,35,28
806,DRL,1,25,2,33,9
807,DRL,1,25,3,41,17
808,DRL,1,26,0,28,14
809,DRL,1,26,1,36,28
810,DRL,1,26,2,32,9
811,DRL,1,26,3,40,17
812,DRL,1,27,0,29,15
813,DRL,1,27,1,37,27
814,DRL,1,27,2,31,9
815,DRL,1,27,3,39,17
816,DRL,1,28,0,29,16
817,DRL,1,28,1,38,26
818,DRL,1,28,2,30,9
819,DRL,1,28,3,38,18
820,DRL,1,29,0,30,17
821,DRL,1,29,1,39,25
